date,indicator_name,value,unit,source
2019-01-16,USD_INR,82.978,INR,RBI_REFERENCE
2019-01-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-17,USD_INR,82.971,INR,RBI_REFERENCE
2019-01-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-18,USD_INR,82.982,INR,RBI_REFERENCE
2019-01-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-19,USD_INR,83.092,INR,RBI_REFERENCE
2019-01-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-20,USD_INR,83.1,INR,RBI_REFERENCE
2019-01-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-21,USD_INR,83.133,INR,RBI_REFERENCE
2019-01-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-22,USD_INR,83.107,INR,RBI_REFERENCE
2019-01-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-23,USD_INR,83.109,INR,RBI_REFERENCE
2019-01-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-24,USD_INR,83.127,INR,RBI_REFERENCE
2019-01-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-25,USD_INR,83.161,INR,RBI_REFERENCE
2019-01-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-26,USD_INR,83.198,INR,RBI_REFERENCE
2019-01-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-27,USD_INR,83.256,INR,RBI_REFERENCE
2019-01-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-28,USD_INR,83.288,INR,RBI_REFERENCE
2019-01-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-29,USD_INR,83.285,INR,RBI_REFERENCE
2019-01-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-30,USD_INR,83.296,INR,RBI_REFERENCE
2019-01-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-01-31,USD_INR,83.393,INR,RBI_REFERENCE
2019-01-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-01,USD_INR,83.399,INR,RBI_REFERENCE
2019-02-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-02,USD_INR,83.414,INR,RBI_REFERENCE
2019-02-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-03,USD_INR,83.395,INR,RBI_REFERENCE
2019-02-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-04,USD_INR,83.361,INR,RBI_REFERENCE
2019-02-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-05,USD_INR,83.391,INR,RBI_REFERENCE
2019-02-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-06,USD_INR,83.425,INR,RBI_REFERENCE
2019-02-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-07,USD_INR,83.465,INR,RBI_REFERENCE
2019-02-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-08,USD_INR,83.49,INR,RBI_REFERENCE
2019-02-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-09,USD_INR,83.565,INR,RBI_REFERENCE
2019-02-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-10,USD_INR,83.481,INR,RBI_REFERENCE
2019-02-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-11,USD_INR,83.467,INR,RBI_REFERENCE
2019-02-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-12,USD_INR,83.494,INR,RBI_REFERENCE
2019-02-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-13,USD_INR,83.464,INR,RBI_REFERENCE
2019-02-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-14,USD_INR,83.51,INR,RBI_REFERENCE
2019-02-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-15,USD_INR,83.373,INR,RBI_REFERENCE
2019-02-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-16,USD_INR,83.412,INR,RBI_REFERENCE
2019-02-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-17,USD_INR,83.376,INR,RBI_REFERENCE
2019-02-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-18,USD_INR,83.334,INR,RBI_REFERENCE
2019-02-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-19,USD_INR,83.25,INR,RBI_REFERENCE
2019-02-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-20,USD_INR,83.235,INR,RBI_REFERENCE
2019-02-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-21,USD_INR,83.277,INR,RBI_REFERENCE
2019-02-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-22,USD_INR,83.31,INR,RBI_REFERENCE
2019-02-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-23,USD_INR,83.315,INR,RBI_REFERENCE
2019-02-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-24,USD_INR,83.28,INR,RBI_REFERENCE
2019-02-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-25,USD_INR,83.272,INR,RBI_REFERENCE
2019-02-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-26,USD_INR,83.293,INR,RBI_REFERENCE
2019-02-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-27,USD_INR,83.312,INR,RBI_REFERENCE
2019-02-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-02-28,USD_INR,83.332,INR,RBI_REFERENCE
2019-02-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-01,USD_INR,83.3,INR,RBI_REFERENCE
2019-03-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-02,USD_INR,83.283,INR,RBI_REFERENCE
2019-03-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-03,USD_INR,83.248,INR,RBI_REFERENCE
2019-03-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-04,USD_INR,83.267,INR,RBI_REFERENCE
2019-03-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-05,USD_INR,83.206,INR,RBI_REFERENCE
2019-03-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-06,USD_INR,83.272,INR,RBI_REFERENCE
2019-03-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-07,USD_INR,83.24,INR,RBI_REFERENCE
2019-03-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-08,USD_INR,83.211,INR,RBI_REFERENCE
2019-03-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-09,USD_INR,83.229,INR,RBI_REFERENCE
2019-03-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-10,USD_INR,83.265,INR,RBI_REFERENCE
2019-03-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-11,USD_INR,83.311,INR,RBI_REFERENCE
2019-03-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-12,USD_INR,83.338,INR,RBI_REFERENCE
2019-03-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-13,USD_INR,83.326,INR,RBI_REFERENCE
2019-03-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-14,USD_INR,83.362,INR,RBI_REFERENCE
2019-03-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-15,USD_INR,83.327,INR,RBI_REFERENCE
2019-03-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-16,USD_INR,83.262,INR,RBI_REFERENCE
2019-03-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-17,USD_INR,83.279,INR,RBI_REFERENCE
2019-03-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-18,USD_INR,83.273,INR,RBI_REFERENCE
2019-03-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-19,USD_INR,83.244,INR,RBI_REFERENCE
2019-03-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-20,USD_INR,83.24,INR,RBI_REFERENCE
2019-03-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-21,USD_INR,83.255,INR,RBI_REFERENCE
2019-03-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-22,USD_INR,83.266,INR,RBI_REFERENCE
2019-03-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-23,USD_INR,83.246,INR,RBI_REFERENCE
2019-03-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-24,USD_INR,83.24,INR,RBI_REFERENCE
2019-03-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-25,USD_INR,83.291,INR,RBI_REFERENCE
2019-03-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-26,USD_INR,83.291,INR,RBI_REFERENCE
2019-03-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-27,USD_INR,83.3,INR,RBI_REFERENCE
2019-03-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-28,USD_INR,83.274,INR,RBI_REFERENCE
2019-03-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-29,USD_INR,83.282,INR,RBI_REFERENCE
2019-03-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-30,USD_INR,83.25,INR,RBI_REFERENCE
2019-03-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-03-31,USD_INR,83.254,INR,RBI_REFERENCE
2019-03-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-01,USD_INR,83.293,INR,RBI_REFERENCE
2019-04-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-02,USD_INR,83.21,INR,RBI_REFERENCE
2019-04-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-03,USD_INR,83.266,INR,RBI_REFERENCE
2019-04-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-04,USD_INR,83.322,INR,RBI_REFERENCE
2019-04-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-05,USD_INR,83.337,INR,RBI_REFERENCE
2019-04-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-06,USD_INR,83.319,INR,RBI_REFERENCE
2019-04-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-07,USD_INR,83.334,INR,RBI_REFERENCE
2019-04-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-08,USD_INR,83.299,INR,RBI_REFERENCE
2019-04-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-09,USD_INR,83.326,INR,RBI_REFERENCE
2019-04-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-10,USD_INR,83.226,INR,RBI_REFERENCE
2019-04-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-11,USD_INR,83.18,INR,RBI_REFERENCE
2019-04-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-12,USD_INR,83.166,INR,RBI_REFERENCE
2019-04-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-13,USD_INR,83.189,INR,RBI_REFERENCE
2019-04-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-14,USD_INR,83.221,INR,RBI_REFERENCE
2019-04-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-15,USD_INR,83.236,INR,RBI_REFERENCE
2019-04-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-16,USD_INR,83.24,INR,RBI_REFERENCE
2019-04-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-17,USD_INR,83.208,INR,RBI_REFERENCE
2019-04-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-18,USD_INR,83.181,INR,RBI_REFERENCE
2019-04-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-19,USD_INR,83.219,INR,RBI_REFERENCE
2019-04-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-20,USD_INR,83.224,INR,RBI_REFERENCE
2019-04-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-21,USD_INR,83.211,INR,RBI_REFERENCE
2019-04-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-22,USD_INR,83.245,INR,RBI_REFERENCE
2019-04-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-23,USD_INR,83.304,INR,RBI_REFERENCE
2019-04-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-24,USD_INR,83.326,INR,RBI_REFERENCE
2019-04-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-25,USD_INR,83.287,INR,RBI_REFERENCE
2019-04-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-26,USD_INR,83.326,INR,RBI_REFERENCE
2019-04-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-27,USD_INR,83.273,INR,RBI_REFERENCE
2019-04-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-28,USD_INR,83.241,INR,RBI_REFERENCE
2019-04-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-29,USD_INR,83.254,INR,RBI_REFERENCE
2019-04-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-04-30,USD_INR,83.27,INR,RBI_REFERENCE
2019-04-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-01,USD_INR,83.326,INR,RBI_REFERENCE
2019-05-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-02,USD_INR,83.31,INR,RBI_REFERENCE
2019-05-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-03,USD_INR,83.296,INR,RBI_REFERENCE
2019-05-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-04,USD_INR,83.293,INR,RBI_REFERENCE
2019-05-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-05,USD_INR,83.323,INR,RBI_REFERENCE
2019-05-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-06,USD_INR,83.298,INR,RBI_REFERENCE
2019-05-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-07,USD_INR,83.278,INR,RBI_REFERENCE
2019-05-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-08,USD_INR,83.296,INR,RBI_REFERENCE
2019-05-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-09,USD_INR,83.227,INR,RBI_REFERENCE
2019-05-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-10,USD_INR,83.265,INR,RBI_REFERENCE
2019-05-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-11,USD_INR,83.294,INR,RBI_REFERENCE
2019-05-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-12,USD_INR,83.282,INR,RBI_REFERENCE
2019-05-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-13,USD_INR,83.329,INR,RBI_REFERENCE
2019-05-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-14,USD_INR,83.277,INR,RBI_REFERENCE
2019-05-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-15,USD_INR,83.28,INR,RBI_REFERENCE
2019-05-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-16,USD_INR,83.247,INR,RBI_REFERENCE
2019-05-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-17,USD_INR,83.219,INR,RBI_REFERENCE
2019-05-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-18,USD_INR,83.272,INR,RBI_REFERENCE
2019-05-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-19,USD_INR,83.273,INR,RBI_REFERENCE
2019-05-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-20,USD_INR,83.295,INR,RBI_REFERENCE
2019-05-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-21,USD_INR,83.275,INR,RBI_REFERENCE
2019-05-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-22,USD_INR,83.267,INR,RBI_REFERENCE
2019-05-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-23,USD_INR,83.228,INR,RBI_REFERENCE
2019-05-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-24,USD_INR,83.289,INR,RBI_REFERENCE
2019-05-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-25,USD_INR,83.318,INR,RBI_REFERENCE
2019-05-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-26,USD_INR,83.346,INR,RBI_REFERENCE
2019-05-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-27,USD_INR,83.333,INR,RBI_REFERENCE
2019-05-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-28,USD_INR,83.406,INR,RBI_REFERENCE
2019-05-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-29,USD_INR,83.343,INR,RBI_REFERENCE
2019-05-29,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-30,USD_INR,83.357,INR,RBI_REFERENCE
2019-05-30,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-05-31,USD_INR,83.35,INR,RBI_REFERENCE
2019-05-31,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-01,USD_INR,83.35,INR,RBI_REFERENCE
2019-06-01,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-02,USD_INR,83.345,INR,RBI_REFERENCE
2019-06-02,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-03,USD_INR,83.283,INR,RBI_REFERENCE
2019-06-03,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-04,USD_INR,83.253,INR,RBI_REFERENCE
2019-06-04,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-05,USD_INR,83.323,INR,RBI_REFERENCE
2019-06-05,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-06,USD_INR,83.289,INR,RBI_REFERENCE
2019-06-06,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-07,USD_INR,83.302,INR,RBI_REFERENCE
2019-06-07,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-08,USD_INR,83.277,INR,RBI_REFERENCE
2019-06-08,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-09,USD_INR,83.271,INR,RBI_REFERENCE
2019-06-09,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-10,USD_INR,83.267,INR,RBI_REFERENCE
2019-06-10,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-11,USD_INR,83.211,INR,RBI_REFERENCE
2019-06-11,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-12,USD_INR,83.259,INR,RBI_REFERENCE
2019-06-12,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-13,USD_INR,83.338,INR,RBI_REFERENCE
2019-06-13,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-14,USD_INR,83.374,INR,RBI_REFERENCE
2019-06-14,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-15,USD_INR,83.333,INR,RBI_REFERENCE
2019-06-15,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-16,USD_INR,83.404,INR,RBI_REFERENCE
2019-06-16,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-17,USD_INR,83.485,INR,RBI_REFERENCE
2019-06-17,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-18,USD_INR,83.471,INR,RBI_REFERENCE
2019-06-18,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-19,USD_INR,83.495,INR,RBI_REFERENCE
2019-06-19,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-20,USD_INR,83.553,INR,RBI_REFERENCE
2019-06-20,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-21,USD_INR,83.598,INR,RBI_REFERENCE
2019-06-21,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-22,USD_INR,83.602,INR,RBI_REFERENCE
2019-06-22,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-23,USD_INR,83.625,INR,RBI_REFERENCE
2019-06-23,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-24,USD_INR,83.598,INR,RBI_REFERENCE
2019-06-24,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-25,USD_INR,83.576,INR,RBI_REFERENCE
2019-06-25,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-26,USD_INR,83.593,INR,RBI_REFERENCE
2019-06-26,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-27,USD_INR,83.576,INR,RBI_REFERENCE
2019-06-27,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
2019-06-28,USD_INR,83.654,INR,RBI_REFERENCE
2019-06-28,INDIA_MANUFACTURING_PMI,57.2,index_points,S_AND_P_GLOBAL
