date,location,fuel_type,price_usd_mt,source
2019-01-08,LKA_CMB,MGO,797.37,BUNKERWORLD_HISTORICAL
2019-01-08,ARE_FUJ,VLSFO,601.98,BUNKERWORLD_HISTORICAL
2019-01-08,ARE_FUJ,MGO,770.14,BUNKERWORLD_HISTORICAL
2019-01-09,SGP_SIN,VLSFO,604.99,BUNKERWORLD_HISTORICAL
2019-01-09,SGP_SIN,MGO,764.71,BUNKERWORLD_HISTORICAL
2019-01-09,LKA_CMB,VLSFO,620.12,BUNKERWORLD_HISTORICAL
2019-01-09,LKA_CMB,MGO,783.83,BUNKERWORLD_HISTORICAL
2019-01-09,ARE_FUJ,VLSFO,598.94,BUNKERWORLD_HISTORICAL
2019-01-09,ARE_FUJ,MGO,757.06,BUNKERWORLD_HISTORICAL
2019-01-10,SGP_SIN,VLSFO,613.27,BUNKERWORLD_HISTORICAL
2019-01-10,SGP_SIN,MGO,789.95,BUNKERWORLD_HISTORICAL
2019-01-10,LKA_CMB,VLSFO,628.61,BUNKERWORLD_HISTORICAL
2019-01-10,LKA_CMB,MGO,809.7,BUNKERWORLD_HISTORICAL
2019-01-10,ARE_FUJ,VLSFO,607.14,BUNKERWORLD_HISTORICAL
2019-01-10,ARE_FUJ,MGO,782.06,BUNKERWORLD_HISTORICAL
2019-01-11,SGP_SIN,VLSFO,605.93,BUNKERWORLD_HISTORICAL
2019-01-11,SGP_SIN,MGO,771.81,BUNKERWORLD_HISTORICAL
2019-01-11,LKA_CMB,VLSFO,621.08,BUNKERWORLD_HISTORICAL
2019-01-11,LKA_CMB,MGO,791.1,BUNKERWORLD_HISTORICAL
2019-01-11,ARE_FUJ,VLSFO,599.87,BUNKERWORLD_HISTORICAL
2019-01-11,ARE_FUJ,MGO,764.09,BUNKERWORLD_HISTORICAL
2019-01-12,SGP_SIN,VLSFO,614.1,BUNKERWORLD_HISTORICAL
2019-01-12,SGP_SIN,MGO,793.99,BUNKERWORLD_HISTORICAL
2019-01-12,LKA_CMB,VLSFO,629.46,BUNKERWORLD_HISTORICAL
2019-01-12,LKA_CMB,MGO,813.84,BUNKERWORLD_HISTORICAL
2019-01-12,ARE_FUJ,VLSFO,607.96,BUNKERWORLD_HISTORICAL
2019-01-12,ARE_FUJ,MGO,786.05,BUNKERWORLD_HISTORICAL
2019-01-13,SGP_SIN,VLSFO,618.15,BUNKERWORLD_HISTORICAL
2019-01-13,SGP_SIN,MGO,787.55,BUNKERWORLD_HISTORICAL
2019-01-13,LKA_CMB,VLSFO,633.61,BUNKERWORLD_HISTORICAL
2019-01-13,LKA_CMB,MGO,807.24,BUNKERWORLD_HISTORICAL
2019-01-13,ARE_FUJ,VLSFO,611.97,BUNKERWORLD_HISTORICAL
2019-01-13,ARE_FUJ,MGO,779.68,BUNKERWORLD_HISTORICAL
2019-01-14,SGP_SIN,VLSFO,621.03,BUNKERWORLD_HISTORICAL
2019-01-14,SGP_SIN,MGO,801.29,BUNKERWORLD_HISTORICAL
2019-01-14,LKA_CMB,VLSFO,636.56,BUNKERWORLD_HISTORICAL
2019-01-14,LKA_CMB,MGO,821.32,BUNKERWORLD_HISTORICAL
2019-01-14,ARE_FUJ,VLSFO,614.82,BUNKERWORLD_HISTORICAL
2019-01-14,ARE_FUJ,MGO,793.27,BUNKERWORLD_HISTORICAL
2019-01-15,SGP_SIN,VLSFO,622.8,BUNKERWORLD_HISTORICAL
2019-01-15,SGP_SIN,MGO,806.71,BUNKERWORLD_HISTORICAL
2019-01-15,LKA_CMB,VLSFO,638.37,BUNKERWORLD_HISTORICAL
2019-01-15,LKA_CMB,MGO,826.88,BUNKERWORLD_HISTORICAL
2019-01-15,ARE_FUJ,VLSFO,616.57,BUNKERWORLD_HISTORICAL
2019-01-15,ARE_FUJ,MGO,798.64,BUNKERWORLD_HISTORICAL
2019-01-16,SGP_SIN,VLSFO,622.88,BUNKERWORLD_HISTORICAL
2019-01-16,SGP_SIN,MGO,793.93,BUNKERWORLD_HISTORICAL
2019-01-16,LKA_CMB,VLSFO,638.45,BUNKERWORLD_HISTORICAL
2019-01-16,LKA_CMB,MGO,813.78,BUNKERWORLD_HISTORICAL
2019-01-16,ARE_FUJ,VLSFO,616.65,BUNKERWORLD_HISTORICAL
2019-01-16,ARE_FUJ,MGO,785.99,BUNKERWORLD_HISTORICAL
2019-01-17,SGP_SIN,VLSFO,630.98,BUNKERWORLD_HISTORICAL
2019-01-17,SGP_SIN,MGO,799.49,BUNKERWORLD_HISTORICAL
2019-01-17,LKA_CMB,VLSFO,646.76,BUNKERWORLD_HISTORICAL
2019-01-17,LKA_CMB,MGO,819.47,BUNKERWORLD_HISTORICAL
2019-01-17,ARE_FUJ,VLSFO,624.67,BUNKERWORLD_HISTORICAL
2019-01-17,ARE_FUJ,MGO,791.49,BUNKERWORLD_HISTORICAL
2019-01-18,SGP_SIN,VLSFO,634.22,BUNKERWORLD_HISTORICAL
2019-01-18,SGP_SIN,MGO,800.09,BUNKERWORLD_HISTORICAL
2019-01-18,LKA_CMB,VLSFO,650.07,BUNKERWORLD_HISTORICAL
2019-01-18,LKA_CMB,MGO,820.1,BUNKERWORLD_HISTORICAL
2019-01-18,ARE_FUJ,VLSFO,627.87,BUNKERWORLD_HISTORICAL
2019-01-18,ARE_FUJ,MGO,792.09,BUNKERWORLD_HISTORICAL
2019-01-19,SGP_SIN,VLSFO,623.02,BUNKERWORLD_HISTORICAL
2019-01-19,SGP_SIN,MGO,807.62,BUNKERWORLD_HISTORICAL
2019-01-19,LKA_CMB,VLSFO,638.59,BUNKERWORLD_HISTORICAL
2019-01-19,LKA_CMB,MGO,827.81,BUNKERWORLD_HISTORICAL
2019-01-19,ARE_FUJ,VLSFO,616.79,BUNKERWORLD_HISTORICAL
2019-01-19,ARE_FUJ,MGO,799.54,BUNKERWORLD_HISTORICAL
2019-01-20,SGP_SIN,VLSFO,624.93,BUNKERWORLD_HISTORICAL
2019-01-20,SGP_SIN,MGO,801.57,BUNKERWORLD_HISTORICAL
2019-01-20,LKA_CMB,VLSFO,640.55,BUNKERWORLD_HISTORICAL
2019-01-20,LKA_CMB,MGO,821.61,BUNKERWORLD_HISTORICAL
2019-01-20,ARE_FUJ,VLSFO,618.68,BUNKERWORLD_HISTORICAL
2019-01-20,ARE_FUJ,MGO,793.55,BUNKERWORLD_HISTORICAL
2019-01-21,SGP_SIN,VLSFO,617.65,BUNKERWORLD_HISTORICAL
2019-01-21,SGP_SIN,MGO,802.18,BUNKERWORLD_HISTORICAL
2019-01-21,LKA_CMB,VLSFO,633.1,BUNKERWORLD_HISTORICAL
2019-01-21,LKA_CMB,MGO,822.24,BUNKERWORLD_HISTORICAL
2019-01-21,ARE_FUJ,VLSFO,611.48,BUNKERWORLD_HISTORICAL
2019-01-21,ARE_FUJ,MGO,794.16,BUNKERWORLD_HISTORICAL
2019-01-22,SGP_SIN,VLSFO,621.17,BUNKERWORLD_HISTORICAL
2019-01-22,SGP_SIN,MGO,792.43,BUNKERWORLD_HISTORICAL
2019-01-22,LKA_CMB,VLSFO,636.7,BUNKERWORLD_HISTORICAL
2019-01-22,LKA_CMB,MGO,812.24,BUNKERWORLD_HISTORICAL
2019-01-22,ARE_FUJ,VLSFO,614.96,BUNKERWORLD_HISTORICAL
2019-01-22,ARE_FUJ,MGO,784.51,BUNKERWORLD_HISTORICAL
2019-01-23,SGP_SIN,VLSFO,621.48,BUNKERWORLD_HISTORICAL
2019-01-23,SGP_SIN,MGO,778.94,BUNKERWORLD_HISTORICAL
2019-01-23,LKA_CMB,VLSFO,637.02,BUNKERWORLD_HISTORICAL
2019-01-23,LKA_CMB,MGO,798.41,BUNKERWORLD_HISTORICAL
2019-01-23,ARE_FUJ,VLSFO,615.26,BUNKERWORLD_HISTORICAL
2019-01-23,ARE_FUJ,MGO,771.15,BUNKERWORLD_HISTORICAL
2019-01-24,SGP_SIN,VLSFO,620.94,BUNKERWORLD_HISTORICAL
2019-01-24,SGP_SIN,MGO,793.84,BUNKERWORLD_HISTORICAL
2019-01-24,LKA_CMB,VLSFO,636.47,BUNKERWORLD_HISTORICAL
2019-01-24,LKA_CMB,MGO,813.68,BUNKERWORLD_HISTORICAL
2019-01-24,ARE_FUJ,VLSFO,614.73,BUNKERWORLD_HISTORICAL
2019-01-24,ARE_FUJ,MGO,785.9,BUNKERWORLD_HISTORICAL
2019-01-25,SGP_SIN,VLSFO,627.19,BUNKERWORLD_HISTORICAL
2019-01-25,SGP_SIN,MGO,800.45,BUNKERWORLD_HISTORICAL
2019-01-25,LKA_CMB,VLSFO,642.87,BUNKERWORLD_HISTORICAL
2019-01-25,LKA_CMB,MGO,820.46,BUNKERWORLD_HISTORICAL
2019-01-25,ARE_FUJ,VLSFO,620.92,BUNKERWORLD_HISTORICAL
2019-01-25,ARE_FUJ,MGO,792.45,BUNKERWORLD_HISTORICAL
2019-01-26,SGP_SIN,VLSFO,615.57,BUNKERWORLD_HISTORICAL
2019-01-26,SGP_SIN,MGO,786.56,BUNKERWORLD_HISTORICAL
2019-01-26,LKA_CMB,VLSFO,630.96,BUNKERWORLD_HISTORICAL
2019-01-26,LKA_CMB,MGO,806.22,BUNKERWORLD_HISTORICAL
2019-01-26,ARE_FUJ,VLSFO,609.41,BUNKERWORLD_HISTORICAL
2019-01-26,ARE_FUJ,MGO,778.69,BUNKERWORLD_HISTORICAL
2019-01-27,SGP_SIN,VLSFO,621.09,BUNKERWORLD_HISTORICAL
2019-01-27,SGP_SIN,MGO,790.55,BUNKERWORLD_HISTORICAL
2019-01-27,LKA_CMB,VLSFO,636.62,BUNKERWORLD_HISTORICAL
2019-01-27,LKA_CMB,MGO,810.31,BUNKERWORLD_HISTORICAL
2019-01-27,ARE_FUJ,VLSFO,614.88,BUNKERWORLD_HISTORICAL
2019-01-27,ARE_FUJ,MGO,782.64,BUNKERWORLD_HISTORICAL
2019-01-28,SGP_SIN,VLSFO,614.02,BUNKERWORLD_HISTORICAL
2019-01-28,SGP_SIN,MGO,791.44,BUNKERWORLD_HISTORICAL
2019-01-28,LKA_CMB,VLSFO,629.37,BUNKERWORLD_HISTORICAL
2019-01-28,LKA_CMB,MGO,811.22,BUNKERWORLD_HISTORICAL
2019-01-28,ARE_FUJ,VLSFO,607.88,BUNKERWORLD_HISTORICAL
2019-01-28,ARE_FUJ,MGO,783.52,BUNKERWORLD_HISTORICAL
2019-01-29,SGP_SIN,VLSFO,624.83,BUNKERWORLD_HISTORICAL
2019-01-29,SGP_SIN,MGO,791.83,BUNKERWORLD_HISTORICAL
2019-01-29,LKA_CMB,VLSFO,640.45,BUNKERWORLD_HISTORICAL
2019-01-29,LKA_CMB,MGO,811.62,BUNKERWORLD_HISTORICAL
2019-01-29,ARE_FUJ,VLSFO,618.58,BUNKERWORLD_HISTORICAL
2019-01-29,ARE_FUJ,MGO,783.91,BUNKERWORLD_HISTORICAL
2019-01-30,SGP_SIN,VLSFO,612.79,BUNKERWORLD_HISTORICAL
2019-01-30,SGP_SIN,MGO,784.48,BUNKERWORLD_HISTORICAL
2019-01-30,LKA_CMB,VLSFO,628.11,BUNKERWORLD_HISTORICAL
2019-01-30,LKA_CMB,MGO,804.09,BUNKERWORLD_HISTORICAL
2019-01-30,ARE_FUJ,VLSFO,606.67,BUNKERWORLD_HISTORICAL
2019-01-30,ARE_FUJ,MGO,776.63,BUNKERWORLD_HISTORICAL
2019-01-31,SGP_SIN,VLSFO,603.7,BUNKERWORLD_HISTORICAL
2019-01-31,SGP_SIN,MGO,775.66,BUNKERWORLD_HISTORICAL
2019-01-31,LKA_CMB,VLSFO,618.79,BUNKERWORLD_HISTORICAL
2019-01-31,LKA_CMB,MGO,795.06,BUNKERWORLD_HISTORICAL
2019-01-31,ARE_FUJ,VLSFO,597.66,BUNKERWORLD_HISTORICAL
2019-01-31,ARE_FUJ,MGO,767.91,BUNKERWORLD_HISTORICAL
2019-02-01,SGP_SIN,VLSFO,616.33,BUNKERWORLD_HISTORICAL
2019-02-01,SGP_SIN,MGO,792.66,BUNKERWORLD_HISTORICAL
2019-02-01,LKA_CMB,VLSFO,631.74,BUNKERWORLD_HISTORICAL
2019-02-01,LKA_CMB,MGO,812.48,BUNKERWORLD_HISTORICAL
2019-02-01,ARE_FUJ,VLSFO,610.17,BUNKERWORLD_HISTORICAL
2019-02-01,ARE_FUJ,MGO,784.74,BUNKERWORLD_HISTORICAL
2019-02-02,SGP_SIN,VLSFO,624.97,BUNKERWORLD_HISTORICAL
2019-02-02,SGP_SIN,MGO,809.06,BUNKERWORLD_HISTORICAL
2019-02-02,LKA_CMB,VLSFO,640.6,BUNKERWORLD_HISTORICAL
2019-02-02,LKA_CMB,MGO,829.28,BUNKERWORLD_HISTORICAL
2019-02-02,ARE_FUJ,VLSFO,618.72,BUNKERWORLD_HISTORICAL
2019-02-02,ARE_FUJ,MGO,800.97,BUNKERWORLD_HISTORICAL
2019-02-03,SGP_SIN,VLSFO,613.77,BUNKERWORLD_HISTORICAL
2019-02-03,SGP_SIN,MGO,783.64,BUNKERWORLD_HISTORICAL
2019-02-03,LKA_CMB,VLSFO,629.11,BUNKERWORLD_HISTORICAL
2019-02-03,LKA_CMB,MGO,803.23,BUNKERWORLD_HISTORICAL
2019-02-03,ARE_FUJ,VLSFO,607.63,BUNKERWORLD_HISTORICAL
2019-02-03,ARE_FUJ,MGO,775.8,BUNKERWORLD_HISTORICAL
2019-02-04,SGP_SIN,VLSFO,611.85,BUNKERWORLD_HISTORICAL
2019-02-04,SGP_SIN,MGO,795.61,BUNKERWORLD_HISTORICAL
2019-02-04,LKA_CMB,VLSFO,627.15,BUNKERWORLD_HISTORICAL
2019-02-04,LKA_CMB,MGO,815.5,BUNKERWORLD_HISTORICAL
2019-02-04,ARE_FUJ,VLSFO,605.73,BUNKERWORLD_HISTORICAL
2019-02-04,ARE_FUJ,MGO,787.66,BUNKERWORLD_HISTORICAL
2019-02-05,SGP_SIN,VLSFO,626.89,BUNKERWORLD_HISTORICAL
2019-02-05,SGP_SIN,MGO,795.14,BUNKERWORLD_HISTORICAL
2019-02-05,LKA_CMB,VLSFO,642.56,BUNKERWORLD_HISTORICAL
2019-02-05,LKA_CMB,MGO,815.02,BUNKERWORLD_HISTORICAL
2019-02-05,ARE_FUJ,VLSFO,620.62,BUNKERWORLD_HISTORICAL
2019-02-05,ARE_FUJ,MGO,787.19,BUNKERWORLD_HISTORICAL
2019-02-06,SGP_SIN,VLSFO,620.16,BUNKERWORLD_HISTORICAL
2019-02-06,SGP_SIN,MGO,813.33,BUNKERWORLD_HISTORICAL
2019-02-06,LKA_CMB,VLSFO,635.66,BUNKERWORLD_HISTORICAL
2019-02-06,LKA_CMB,MGO,833.66,BUNKERWORLD_HISTORICAL
2019-02-06,ARE_FUJ,VLSFO,613.95,BUNKERWORLD_HISTORICAL
2019-02-06,ARE_FUJ,MGO,805.2,BUNKERWORLD_HISTORICAL
2019-02-07,SGP_SIN,VLSFO,635.02,BUNKERWORLD_HISTORICAL
2019-02-07,SGP_SIN,MGO,827.53,BUNKERWORLD_HISTORICAL
2019-02-07,LKA_CMB,VLSFO,650.89,BUNKERWORLD_HISTORICAL
2019-02-07,LKA_CMB,MGO,848.21,BUNKERWORLD_HISTORICAL
2019-02-07,ARE_FUJ,VLSFO,628.67,BUNKERWORLD_HISTORICAL
2019-02-07,ARE_FUJ,MGO,819.25,BUNKERWORLD_HISTORICAL
2019-02-08,SGP_SIN,VLSFO,626.22,BUNKERWORLD_HISTORICAL
2019-02-08,SGP_SIN,MGO,805.25,BUNKERWORLD_HISTORICAL
2019-02-08,LKA_CMB,VLSFO,641.87,BUNKERWORLD_HISTORICAL
2019-02-08,LKA_CMB,MGO,825.38,BUNKERWORLD_HISTORICAL
2019-02-08,ARE_FUJ,VLSFO,619.96,BUNKERWORLD_HISTORICAL
2019-02-08,ARE_FUJ,MGO,797.2,BUNKERWORLD_HISTORICAL
2019-02-09,SGP_SIN,VLSFO,621.0,BUNKERWORLD_HISTORICAL
2019-02-09,SGP_SIN,MGO,810.1,BUNKERWORLD_HISTORICAL
2019-02-09,LKA_CMB,VLSFO,636.52,BUNKERWORLD_HISTORICAL
2019-02-09,LKA_CMB,MGO,830.35,BUNKERWORLD_HISTORICAL
2019-02-09,ARE_FUJ,VLSFO,614.79,BUNKERWORLD_HISTORICAL
2019-02-09,ARE_FUJ,MGO,802.0,BUNKERWORLD_HISTORICAL
2019-02-10,SGP_SIN,VLSFO,630.01,BUNKERWORLD_HISTORICAL
2019-02-10,SGP_SIN,MGO,809.62,BUNKERWORLD_HISTORICAL
2019-02-10,LKA_CMB,VLSFO,645.76,BUNKERWORLD_HISTORICAL
2019-02-10,LKA_CMB,MGO,829.86,BUNKERWORLD_HISTORICAL
2019-02-10,ARE_FUJ,VLSFO,623.71,BUNKERWORLD_HISTORICAL
2019-02-10,ARE_FUJ,MGO,801.52,BUNKERWORLD_HISTORICAL
2019-02-11,SGP_SIN,VLSFO,626.97,BUNKERWORLD_HISTORICAL
2019-02-11,SGP_SIN,MGO,818.16,BUNKERWORLD_HISTORICAL
2019-02-11,LKA_CMB,VLSFO,642.65,BUNKERWORLD_HISTORICAL
2019-02-11,LKA_CMB,MGO,838.61,BUNKERWORLD_HISTORICAL
2019-02-11,ARE_FUJ,VLSFO,620.7,BUNKERWORLD_HISTORICAL
2019-02-11,ARE_FUJ,MGO,809.98,BUNKERWORLD_HISTORICAL
2019-02-12,SGP_SIN,VLSFO,641.87,BUNKERWORLD_HISTORICAL
2019-02-12,SGP_SIN,MGO,822.94,BUNKERWORLD_HISTORICAL
2019-02-12,LKA_CMB,VLSFO,657.91,BUNKERWORLD_HISTORICAL
2019-02-12,LKA_CMB,MGO,843.52,BUNKERWORLD_HISTORICAL
2019-02-12,ARE_FUJ,VLSFO,635.45,BUNKERWORLD_HISTORICAL
2019-02-12,ARE_FUJ,MGO,814.71,BUNKERWORLD_HISTORICAL
2019-02-13,SGP_SIN,VLSFO,624.15,BUNKERWORLD_HISTORICAL
2019-02-13,SGP_SIN,MGO,780.57,BUNKERWORLD_HISTORICAL
2019-02-13,LKA_CMB,VLSFO,639.75,BUNKERWORLD_HISTORICAL
2019-02-13,LKA_CMB,MGO,800.08,BUNKERWORLD_HISTORICAL
2019-02-13,ARE_FUJ,VLSFO,617.91,BUNKERWORLD_HISTORICAL
2019-02-13,ARE_FUJ,MGO,772.76,BUNKERWORLD_HISTORICAL
2019-02-14,SGP_SIN,VLSFO,633.15,BUNKERWORLD_HISTORICAL
2019-02-14,SGP_SIN,MGO,813.7,BUNKERWORLD_HISTORICAL
2019-02-14,LKA_CMB,VLSFO,648.98,BUNKERWORLD_HISTORICAL
2019-02-14,LKA_CMB,MGO,834.04,BUNKERWORLD_HISTORICAL
2019-02-14,ARE_FUJ,VLSFO,626.82,BUNKERWORLD_HISTORICAL
2019-02-14,ARE_FUJ,MGO,805.56,BUNKERWORLD_HISTORICAL
2019-02-15,SGP_SIN,VLSFO,637.79,BUNKERWORLD_HISTORICAL
2019-02-15,SGP_SIN,MGO,816.03,BUNKERWORLD_HISTORICAL
2019-02-15,LKA_CMB,VLSFO,653.74,BUNKERWORLD_HISTORICAL
2019-02-15,LKA_CMB,MGO,836.43,BUNKERWORLD_HISTORICAL
2019-02-15,ARE_FUJ,VLSFO,631.42,BUNKERWORLD_HISTORICAL
2019-02-15,ARE_FUJ,MGO,807.87,BUNKERWORLD_HISTORICAL
2019-02-16,SGP_SIN,VLSFO,632.25,BUNKERWORLD_HISTORICAL
2019-02-16,SGP_SIN,MGO,802.65,BUNKERWORLD_HISTORICAL
2019-02-16,LKA_CMB,VLSFO,648.05,BUNKERWORLD_HISTORICAL
2019-02-16,LKA_CMB,MGO,822.72,BUNKERWORLD_HISTORICAL
2019-02-16,ARE_FUJ,VLSFO,625.92,BUNKERWORLD_HISTORICAL
2019-02-16,ARE_FUJ,MGO,794.63,BUNKERWORLD_HISTORICAL
2019-02-17,SGP_SIN,VLSFO,634.95,BUNKERWORLD_HISTORICAL
2019-02-17,SGP_SIN,MGO,818.06,BUNKERWORLD_HISTORICAL
2019-02-17,LKA_CMB,VLSFO,650.83,BUNKERWORLD_HISTORICAL
2019-02-17,LKA_CMB,MGO,838.51,BUNKERWORLD_HISTORICAL
2019-02-17,ARE_FUJ,VLSFO,628.6,BUNKERWORLD_HISTORICAL
2019-02-17,ARE_FUJ,MGO,809.88,BUNKERWORLD_HISTORICAL
2019-02-18,SGP_SIN,VLSFO,637.83,BUNKERWORLD_HISTORICAL
2019-02-18,SGP_SIN,MGO,827.6,BUNKERWORLD_HISTORICAL
2019-02-18,LKA_CMB,VLSFO,653.78,BUNKERWORLD_HISTORICAL
2019-02-18,LKA_CMB,MGO,848.29,BUNKERWORLD_HISTORICAL
2019-02-18,ARE_FUJ,VLSFO,631.45,BUNKERWORLD_HISTORICAL
2019-02-18,ARE_FUJ,MGO,819.32,BUNKERWORLD_HISTORICAL
2019-02-19,SGP_SIN,VLSFO,619.5,BUNKERWORLD_HISTORICAL
2019-02-19,SGP_SIN,MGO,780.12,BUNKERWORLD_HISTORICAL
2019-02-19,LKA_CMB,VLSFO,634.99,BUNKERWORLD_HISTORICAL
2019-02-19,LKA_CMB,MGO,799.62,BUNKERWORLD_HISTORICAL
2019-02-19,ARE_FUJ,VLSFO,613.3,BUNKERWORLD_HISTORICAL
2019-02-19,ARE_FUJ,MGO,772.32,BUNKERWORLD_HISTORICAL
2019-02-20,SGP_SIN,VLSFO,638.84,BUNKERWORLD_HISTORICAL
2019-02-20,SGP_SIN,MGO,812.25,BUNKERWORLD_HISTORICAL
2019-02-20,LKA_CMB,VLSFO,654.81,BUNKERWORLD_HISTORICAL
2019-02-20,LKA_CMB,MGO,832.56,BUNKERWORLD_HISTORICAL
2019-02-20,ARE_FUJ,VLSFO,632.45,BUNKERWORLD_HISTORICAL
2019-02-20,ARE_FUJ,MGO,804.13,BUNKERWORLD_HISTORICAL
2019-02-21,SGP_SIN,VLSFO,634.92,BUNKERWORLD_HISTORICAL
2019-02-21,SGP_SIN,MGO,804.1,BUNKERWORLD_HISTORICAL
2019-02-21,LKA_CMB,VLSFO,650.79,BUNKERWORLD_HISTORICAL
2019-02-21,LKA_CMB,MGO,824.2,BUNKERWORLD_HISTORICAL
2019-02-21,ARE_FUJ,VLSFO,628.57,BUNKERWORLD_HISTORICAL
2019-02-21,ARE_FUJ,MGO,796.06,BUNKERWORLD_HISTORICAL
2019-02-22,SGP_SIN,VLSFO,643.54,BUNKERWORLD_HISTORICAL
2019-02-22,SGP_SIN,MGO,821.27,BUNKERWORLD_HISTORICAL
2019-02-22,LKA_CMB,VLSFO,659.63,BUNKERWORLD_HISTORICAL
2019-02-22,LKA_CMB,MGO,841.81,BUNKERWORLD_HISTORICAL
2019-02-22,ARE_FUJ,VLSFO,637.11,BUNKERWORLD_HISTORICAL
2019-02-22,ARE_FUJ,MGO,813.06,BUNKERWORLD_HISTORICAL
2019-02-23,SGP_SIN,VLSFO,617.29,BUNKERWORLD_HISTORICAL
2019-02-23,SGP_SIN,MGO,804.67,BUNKERWORLD_HISTORICAL
2019-02-23,LKA_CMB,VLSFO,632.72,BUNKERWORLD_HISTORICAL
2019-02-23,LKA_CMB,MGO,824.79,BUNKERWORLD_HISTORICAL
2019-02-23,ARE_FUJ,VLSFO,611.12,BUNKERWORLD_HISTORICAL
2019-02-23,ARE_FUJ,MGO,796.62,BUNKERWORLD_HISTORICAL
2019-02-24,SGP_SIN,VLSFO,636.5,BUNKERWORLD_HISTORICAL
2019-02-24,SGP_SIN,MGO,817.69,BUNKERWORLD_HISTORICAL
2019-02-24,LKA_CMB,VLSFO,652.41,BUNKERWORLD_HISTORICAL
2019-02-24,LKA_CMB,MGO,838.14,BUNKERWORLD_HISTORICAL
2019-02-24,ARE_FUJ,VLSFO,630.13,BUNKERWORLD_HISTORICAL
